palabra,gematria,reduccion,traduccion,pagina
פרו,286,16,fructificad,G34
ורבו,214,7,yAumentad,G34
שרצו,596,20,multiplicad,G34
בארץ,1103,5,enLaTierra,G34
ורבו,214,7,yAumentad,G23
בה,7,7,enElla,G34
ויאמר,257,14,yDijo,G34
אלהים,646,16,dios,G34
אל,31,4,a,G34
נח,58,13,noe,G34
ואל,37,10,yA,G34
בניו,68,14,sushijos,G34
אתו,407,11,conEl,G34
לאמר,271,10,aDecir,G34
ואני,67,13,yYo,G34
הנני,115,7,miradYo,G34
את,401,5,**,G34
בריתי,622,10,miPacto,G34
אתכם,1021,4,conVosotros,G34
ואת,407,11,yCon,G34
זרעכם,897,24,todo,G34
נפש,430,7,vidaDe,G34
החיה,28,10,laCriatura,G34
אשר,501,6,que,G30
אתכם,1021,4,conVosotros,G34
בעוף,878,23,conElAve,G34
בבהמה,54,9,conlaBestia,G34
ובכל,58,13,yContodo,G34
חית,418,13,animalDe,G34
הארץ,1106,8,laTierra,G34
אתכם,1021,22,conVosotros,G34
מכל,90,9,deTodo,G34
יצאי,11,3,losSalientesDe,G34
התבה,412,7,elArca,G34
לכל,80,8,aToda,G34
חית,418,13,criaturaDe,G34
הארץ,1106,8,laTierra,G34
והקמתי,561,12,yEstablezco,G34
את,401,5,**,G34
בריתי,622,10,miPacto,G34
אתכם,1021,4,conVosotros,G34
ולא,37,10,yNo,G34
יכרת,630,9,cortare,G34
כל,50,5,toda,G34
בשר,502,7,carne,G34
עוד,80,8,ya,G34
ממי,90,9,conAguasDe,G34
המבול,83,11,elDiluvio,G34
ולא,37,10,yNo,G34
יהיה,30,3,sera,G34
עוד,80,8,ya,G34
מבול,78,15,diluvio,G34
לשחת,738,18,paraDestruir,G34
הארץ,1106,8,laTierra,G34
ויאמר,257,14,yDijo,G34
אלהים,646,16,dios,G34
זאת,408,12,esta,G34
אות,407,11,señalDe,G34
הברית,617,14,elPacto,G34
אשר,501,6,que,G34
אני,61,7,yo,G34
נתן,1150,7,dando,G34
ביני,72,9,entreMi,G34
וביניכם,698,23,yEntreVosotros,G34
ובין,718,16,yEntre,G34
כל,50,5,todo,G34
נפש,430,7,viviente,G34
אשר,501,6,que,G34
אתכם,1021,4,conVosotros,G34
לדרת,634,13,porGeneraciones,G34
עולם,706,13,venideras,G34
את,401,5,**,G34
קשתי,810,9,miArco,G34
נתתי,860,14,hePuesto,G34
בענן,822,12,enLaNube,G34
והיתה,426,12,ySera,G34
לאות,437,14,porSeñalDe,G34
ברית,612,9,pacto,G34
ביני,72,9,entreMi,G34
ובין,718,16,yEntre,G34
הארץ,1106,8,laTierra,G34
והיה,26,8,ySera,G34
בענני,182,11,enMiTraer,G34
ענן,820,10,nuebe,G34
על,100,1,sobre,G34
הארץ,1106,8,laTierra,G34
ונראתה,662,14,aparecera,G34
הקשת,805,13,elArco,G34
בענן,822,12,enLaNube,G34
וזכרתי,643,13,yRecordare,G34
את,401,5,**,G34
בריתי,622,10,miPacto,G34
אשר,501,6,que,G34
ביני,72,9,entreMi,G34
וביניכם,698,23,yEntreVosotros,G34
ובין,718,16,yentre,G34
כל,50,5,toda,G34
נפש,430,7,viviente,G34
חיה,23,5,criatura,G34
בכל,52,7,enToda,G34
בשר,502,7,carne,G34
ולא,37,10,yNo,G34
יהיה,30,3,sera,G34
עוד,80,8,otraVez,G34
המים,655,16,lasAguas,G34
למבול,108,9,porDiluvio,G34
לשחת,738,18,paraDestruir,G34
כל,50,5,toda,G34
בשר,502,7,carne,G34
והיתה,426,12,yEstara,G34
הקשת,805,13,elArco,G34
בענן,822,12,enLaNube,G34
וראיתיה,632,11,yLoVere,G34
לזכר,257,14,paraRecordar,G34
ברית,612,9,pacto,G34
עולם,706,13,eterno,G34
בין,712,10,entre,G34
אלהים,646,16,dios,G34
ובין,718,16,yentre,G34
כל,50,5,todo,G34
נפש,430,7,viviente,G34
חיה,23,5,criatura,G34
בכל,52,7,enToda,G34
בשר,502,7,carne,G34
אשר,501,6,que,G34
על,100,1,sobre,G34
הארץ,1106,8,laTierra,G34
ויאמר,257,14,yDijo,G34
אלהים,646,16,dios,G34
אל,31,4,a,G34
נח,58,13,noe,G34
זאת,408,12,esta,G34
אות,407,11,señalDe,G34
הברית,617,14,elPacto,G34
אשר,501,6,que,G34
הקמתי,555,15,estableci,G34
ביני,72,9,entreMi,G34
ובין,718,16,yEntre,G34
כל,50,5,toda,G30
בשר,502,7,carne,G34
אשר,501,6,que,G34
על,100,1,sobre,G34
הארץ,1106,8,laTierra,G34
ויהיו,37,10,yFueron,G36
בני,62,8,hijosDe,G36
נח,58,13,noe,G36
היצאים,716,14,losQueSaliendo,G36
מן,740,11,del,G36
התבה,412,7,elArca,G36
שם,900,9,shem,G36 
וחם,614,11,yCam,G36
ויפת,496,19,yJafet,G36
וחם,614,11,yCam,G36
הוא,12,3,el,G36
אבי,13,4,padreDe,G36
כנען,840,12,canaan,G36
שלשה,635,14,tres,G36
אלה,36,9,estos,G36
בני,62,8,hijosDe,G36
נח,58,13,noe,G36
ומאלה,82,10,yDeEstos,G36
נפצה,225,9,sePoblo,G36
כל,50,5,toda,G36
הארץ,1106,8,laTierra,G36
ויחל,54,9,yEmpezo,G36
נח,58,13,noe,G36
איש,311,5,hombreDe,G36
האדמה,55,10,elTerreno,G36
ויטע,95,14,yPlanto,G36
כרם,820,10,unaViña,G36
וישת,716,14,yBebio,G36
מן,740,11,de,G36
היין,725,14,elVino,G36
וישכר,536,14,ySeEnborracho,G36
ויתגל,449,17,yYacioDesnudo,G36
בתוך,908,17,enMedioDe,G36
אהלה,41,5,suTienda,G36
וירא,217,10,yVio,G36
חם,608,14,cam,G36
אבי,13,4,padreDe,G36
כנען,840,12,canaan,G36
את,401,5,**,G36
ערות,676,19,desnudezDe,G36
אביו,19,10,suPadre,G36
ויגד,23,5,yDijo,G36
לשני,390,12,adosDe,G36
אחיו,25,7,susHermanos,G36
בחוץ,916,16,afuera,G36
ויקח,124,7,yTomo,G36
שם,900,9,sem,G36
ויפת,496,19,yJafet,G36
את,401,5,**,G36
השמלה,380,11,elVestido,G36
וישימו,372,12,yPuesieron,G36
על,100,1,sobre,G36
שכם,920,11,hombrosDe,G36
שניהם,965,20,ellosdos,G36
וילכו,72,9,yAnduvieron,G36
אחרנית,669,21,haciaAtras,G36
ויכסו,102,3,yCubrieron,G36
את,401,5,**,G36
ערות,676,19,desnudezDe,G36
אביהם,618,15,suPadre,G36
ופניהם,751,13,ySusRostros,G36
אחרנית,669,21,haciaAtras,G36
וערות,682,16,yDesnudezDe,G36
אביהם,618,15,suPadre,G36
לא,31,4,no,G36
ראו,207,9,vieron,G36
וייקץ,1026,9,yDesperto,G36
נח,58,13,noe,G36
מיינו,116,9,deSuVino,G36
וידע,90,9,yConocio,G36
את,401,5,lo,G36
אשר,501,6,que,G30
עשה,375,15,hizo,G36
לו,36,9,aEl,G36
בנו,58,13,suHijo,G36
הקטן,814,13,elPequeño,G36
ויאמר,257,14,yDijo,G36
ארור,407,11,maldito,G36
כנען,840,12,canaan,G36
עבד,76,13,siervoDe,G36
עבדים,686,20,siervos,G36
יהוה,26,8,sera,G36
לאחיו,55,10,aSusHermanos,G36
ויאמר,257,14,yDijo,G36
ברוך,708,15,bendito,G36
יהוה,26,8,ashem,G30
אלהי,46,10,diosDe,G36
שם,900,9,sem,G36
ויהי,31,4,ySea,G36
כנען,840,12,canaan,G36
עבד,76,13,siervo,G36
למו,76,13,paraEl,G36
יפת,490,13,engrandezca,G36
אלהים,646,16,dios,G36
ליפת,520,7,aJafet,G36
וישכן,1036,10,yHabite,G36
באהלי,48,12,enTiendasDe,G36
שם,900,9,sem,G36
ויהי,31,4,ySea,G36
כנען,840,12,canaan,G36
עבד,76,13,siervo,G36
למו,76,13,paraEl,G36
ויחי,34,7,yVivio,G36
נח,58,13,noe,G36
אחר,209,11,tras,G36
המבול,83,11,elDiluvio,G36
שלש,630,9,tres,G36
מאות,447,15,cientos,G36
שנה,355,13,año,G36
וחמשים,964,19,yCiencuenta,G36
שנה,355,13,año,G36
ויהי,31,4,yFueron,G36
כל,50,5,todos,G36
ימי,60,6,diasde,G36
נח,58,13,noe,G36
תשע,770,14,nueve,G36
מאות,447,15,cientos,G36
שנה,355,13,año,G36
וחמשים,964,19,yCiencuenta,G36
שנה,355,13,año,G36
וימת,456,15,yMurio,G36
ואלה,42,6,yEstas,G36
תולדת,840,12,generaciones,G36
בני,62,8,hijosDe,G36
נח,58,13,noe,G36
שם,900,9,sem,G36
חם,608,14,cam,G36
ויפת,19,10,yJafet,G36
ויולדו,62,8,yNacieron,G36
להם,635,14,aEllos,G36
בנים,662,14,hijos,G36
אחר,209,11,tras,G36
המבול,83,11,elDiluvio,G36
בני,62,8,hijosDe,G36
יפת,490,13,jafet,G36
גמר,243,9,gomer,G36
ומגוג,58,13,yMagog,G36
ומדי,60,6,yMadai,G36
ויון,722,11,yJavan,G36
ותבל,438,15,yTubal,G36
ומשך,846,18,yMesee,G36
ותירס,676,19,yTiras,G36
ובני,68,14,eHijosDe,G36
גמר,243,9,gomer,G36
אשכנז,378,18,askenaz,G36
וריפת,696,21,yRifat,G36
ותגרמה,654,15,yTogama,G36
ובני,68,14,eHijosDe,G36
יון,716,14,javan,G36
אלישה,346,13,elisa,G36
ותרשיש,1216,10,yTarias,G36
כתים,1030,4,quitin,G36
ודדנים,674,17,yDodanim,G36
מאלה,76,13,deEstos,G36
נפרדו,340,7,seEsparcieron,G36
איי,21,3,maritimosDe,G36
הגוים,624,12,losPueblos,G36
בארצתם,1293,15,enSusTerritorios,G36
איש,311,5,cadaUno,G36
ללשנו,416,11,segunSuLengua,G36
למשפחתם,1458,18,porSuFamilias,G36
בגויהם,626,14,enSusNaciones,G36
ובני,68,14,eHijosDe,G36
חם,608,14,cam,G36
כוש,326,11,cush,G36
ומצרים,946,19,yMizraim,G36
ופוט,101,2,yFut,G36
וכנען,846,18,yCanaan,G36
ובני,68,14,eHijosDe,G36
כוש,326,11,cush,G36
סבא,63,9,seba,G36
וחוילה,65,11,yLlavila,G36
וסבתה,473,14,ySeba,G36
ורעמה,321,6,yRamaa,G36
וסבתכא,489,21,ysabteca,G36
ובני,68,14,eHijosDe,G36
רעמה,315,9,raama,G36
שבא,303,6,seba,G36
ודדן,714,12,yDedan,G36
וכוש,332,8,yCus,G36
ילד,44,8,yEngendro,G36
את,401,5,a,G36
נמרד,294,15,nimrod,G36
הוא,12,3,el,G36
החל,43,7,primero,G36
להיות,451,10,paraSer,G36
גבר,203,5,poderoso,G36
בארץ,1103,5,enLaTierra,G36
הוא,12,3,el,G36
היה,20,2,fue,G36
גבר,203,5,poderoso,G36
ציד,104,5,cazador,G36
לפני,170,8,ante,G36
יהוה,26,8,ashem,G36
על,100,1,por,G36
כן,720,9,eso,G36
יאמר,251,8,seDice,G36
כנמרד,314,8,comoNimrod,G36
גבור,211,4,poderoso,G36
ציד,104,5,cazador,G36
לפני,170,8,ante,G36
יהוה,26,8,ashem,G36
ותהי,421,7,yFue,G36
ראשית,911,11,principioDe,G36
ממלכתו,536,14,suReino,G36
בבל,34,7,babel,G56
וארך,707,14,yErec,G36
ואכד,31,4,yAcad,G36
וכלנה,111,3,yCaine,G36
בארץ,1103,5,enLaTierra,G36
שנער,620,8,sinar,G36
מן,740,11,de,G36
בארץ,1103,5,enLaTierra,G36
ההוא,17,8,laQue,G36
יצא,101,2,salioA,G36
אשור,507,12,asiria,G36
ויבן,718,16,yEdifico,G36
את,401,5,**,G36
נינוה,121,4,ninive,G36
ואת,407,11,y**,G38
רחבת,610,7,rehobot,G38
עיר,280,10,ir,G38
ואת,407,11,y**,G38
כלח,58,13,cala,G38
ואת,407,11,y**,G38
רסן,960,15,resen,G38
בין,712,10,entre,G38
נינוה,121,4,ninive,G38
ובין,718,16,yEntre,G38
כלח,58,13,cala,G38
הוא,12,3,eL,G38
העיר,285,15,laCiudad,G38
הגדלה,47,11,laGrande,G38
ומצרים,946,19,yMitzraim,G38
ילד,44,8,engendro,G38
את,401,5,a,G38
לודים,650,11,ludim,G38
ואת,407,11,y*a,G38
ענמים,770,14,anamim,G38
ואת,407,11,y*a,G38
להבים,647,17,lehabim,G38
ואת,407,11,y*a,G38
נפתחים,1148,14,naftuihim,G38
ואת,407,11,y*a,G38
פתרסים,1350,9,patrusim,G38
ואת,407,11,y*a,G38
כסלחים,728,17,casluhim,G38
אשר,501,6,que,G38
יצאו,107,8,salieron,G38
משם,940,13,deAlli,G38
פלשתים,1420,7,filisteos,G38
ואת,407,11,y*a,G38
כפתרים,1310,5,caflorim,G38
וכנען,846,18,canaan,G38
ילד,44,8,engendro,G38
את,401,5,a,G30
צידן,804,12,sidon,G38
בכרו,228,12,suPrimogenito,G38
ואת,407,11,y*a,G38
חת,408,12,het,G38
ואת,407,11,y*a,G38
היבוסי,93,12,elJebuseo,G38
ואת,407,11,y*a,G38
האמרי,256,13,elAmorreo,G38
ואת,407,11,y*a,G38
הגרגשי,521,8,yGergesco,G38
ואת,407,11,y*a,G38
החוי,29,11,elHeveo,G38
ואת,407,11,y*a,G38
הערקי,385,16,elAraceo,G38
ואת,407,11,y*a,G38
הסיני,135,9,elSineo,G38
ואת,407,11,y*a,G38
הארודי,226,10,elArvadeo,G38
ואת,407,11,y*a,G38
הצמרי,345,12,elzamareo,G38
ואת,407,11,y*a,G38
החמתי,463,13,elAmateo,G38
ואחר,215,8,yDespues,G38
נפצו,226,10,seEsparcieron,G38
משפחות,834,15,familiasDe,G38
הכנעני,205,7,losCananeos,G38
ויהי,31,4,yFue,G38 
גבול,41,5,fronteraDe,G38
הכנעני,205,7,yCananeo,G38
מצידן,844,16,deSidon,G38
באכה,28,10,tuIrA,G38
גררה,408,12,gerar,G38
עד,74,11,hasta,G38
עזה,82,10,gaza,G38
באכה,28,10,tuIrA,G38
סדמה,109,10,sodoma,G38
ועמרה,321,6,yGomorra,G38
ואדמה,56,11,yAdma,G38
וצבים,708,15,yZeboim,G38
עד,74,11,hasta,G38
לשע,400,4,lasa,G38
אלה,36,9,estos,G38
בני,62,8,hijosDe,G38
חם,608,14,cam,G38
למשפחתם,1458,18,porSusFamilias,G38
ללשנתם,1410,6,porSusLenguas,G38
בארצתם,1293,15,enSusTerritorios,G38
בגויהם,626,14,enSusNaciones,G38
ולשם,936,18,yASem,G38
ילד,44,8,fueNacido,G38
גם,603,9,tambien,G38
הוא,12,3,el,G38
אבי,13,4,padreDe,G38
כל,50,5,todos,G38
בני,62,8,hijosDe,G38
עבר,272,11,eber,G38
אחי,19,10,hermanoDe,G38
יפת,490,13,jafet,G38
הגדול,48,12,elGrande,G38
בני,62,8,hijosDe,G38
שם,900,9,sem,G38
עילם,710,8,elam,G38
ואשור,513,9,yAsure,G38
וארפכשד,611,8,arfazad,G38
ולוד,46,10,yLud,G38
וארם,807,15,yAram,G38
ובני,68,14,eHijosDe,G38
ארם,801,9,aram,G38
עוץ,976,22,uz,G38
וחול,50,5,yHul,G38
וגתר,609,15,elGeter,G38
ומש,346,13,yMas,G38
וארפכשד,611,8,yArfazAd,G38
ילד,44,8,engendro,G38
את,401,5,a,G38
שלח,338,14,sala,G38
ושלח,344,11,ySala,G38
ילד,44,8,engendro,G38
את,401,5,a,G38
עבר,272,11,eber,G38
ולעבר,308,11,yAEber,G38
ילד,44,8,fueNacido,G38
שני,360,9,dos,G38
בנים,662,14,hijos,G38
שם,900,9,nombreDe,G38
האחד,18,9,elUno,G38
פלג,113,5,peleg,G38
כי,30,3,porque,G38
בימיו,68,14,enSusDias,G38
נפלגה,168,15,sedividio,G38
הארץ,1106,8,laTierra,G38
ושם,906,15,yNombreDE,G38
אחיו,25,7,suHermano,G38
יקטן,819,18,joctan,G38
ויקטן,825,15,yJoctan,G38
ילד,44,8,engendro,G38
את,401,5,a,G38
אלמודד,85,13,almodad,G38
ואת,407,11,y*A,G38
שלף,1130,5,selef,G38
ואת,407,11,y*A,G38
חצרמות,744,15,hazarMavet,G38
ואת,407,11,y*A,G38
ירח,218,11,jera,G38
ואת,407,11,y*A,G38
הדורם,815,14,adoram,G38
ואת,407,11,y*A,G38
אוזל,44,8,uzal,G38
ואת,407,11,y*A,G38
דקלה,139,13,dicla,G38
ואת,407,11,y*A,G38
עובל,108,9,obal,G38
ואת,407,11,y*A,G38
אבימאל,84,12,abimael,G38
ואת,407,11,y*A,G38
שבא,303,6,seba,G38
ואת,407,11,y*A,G38
אופר,287,17,ofir,G38
ואת,407,11,y*A,G38
חוילה,59,14,havila,G38
ואת,407,11,y*A,G38
יובב,20,2,jobab,G38
כל,50,5,todos,G30
אלה,36,9,estos,G38
בני,62,8,hijosDe,G38
יקטן,819,18,jordan,G38
ויהי,31,4,yFue,G38
מושבם,948,21,suTerritorio,G38
ממשא,381,12,desdeMesa,G38
באכה,28,10,tuIrA,G38
ספרה,345,12,sefar,G38
הר,205,7,monteDe,G38
הקדם,709,16,elOriente,G38
אלה,36,9,estos,G38
בני,62,8,hijosDe,G38
שם,900,9,sem,G38
למשפחתם,1458,18,porSusFamilias,G38
ללשנתם,1410,6,porSusLenguas,G38
בארצתם,1293,15,enSusTerritorios,G38
לגויהם,654,15,porSusNaciones,G38
אלה,36,9,estas,G38
משפחת,828,18,familias,G38
בני,62,8,hijosDe,G38
נח,58,13,noe,G38
לתולדתם,1470,12,porSusDesendencias,G38
בגויהם,626,14,ensusNaciones,G38
ומאלה,82,10,yDeEstas,G38
נפרדו,340,7,seEsparcieron,G38
הגוים,624,12,lasNaciones,G38
בארץ,1103,5,enLaTierra,G38
אחר,209,11,tras,G38
המבול,83,11,elDiluvio,G38
ויהי,31,4,yFue,G38
כל,50,5,toda,G38
הארץ,1106,8,laTierra,G38
שפה,385,16,lengua,G38
אחת,409,13,unica,G38
ודברים,822,12,yPalabras,G38
אחדים,623,11,unicas,G38
ויהי,31,4,yFue,G38
בנסעם,782,17,enSuSalir,G38
מקדם,744,15,deOriente,G38
וימצאו,153,9,yHallaron,G38
בקעה,177,15,llanura,G38
בארץ,1103,5,enLaTierra,G38
שנער,620,8,sinar,G38
וישבו,324,9,ySeQuedaron,G38
שם,900,9,alli,G38
ויאמרו,263,11,yDijeron,G38
איש,311,5,cadaUno,G38
אל,31,4,a,G30
רעהו,281,11,suCompañero,G38
הבה,12,3,ven,G38
נלבנה,137,11,fabriquemos,G38
לבנים,692,17,ladrillos,G38
ונשרפה,641,11,yCozamos,G38
לשרפה,615,12,conFuego,G38
ותהי,421,7,yFue,G38
להם,635,14,paraEllos,G38
הלבנה,92,11,elLadrillo,G38
לאבן,733,13,enVezDePiedra,G38
והחמר,259,16,yelAsfalto,G38
היה,20,2,era,G38
להם,635,14,paraEllos,G38
לחמר,278,17,enVezDeMortero,G38
ויאמרו,263,11,yDijeron,G38
הבה,12,3,vamos,G38
נבנה,107,8,edifiquemos,G38
לנו,86,14,paraNosotros,G38
עיר,280,10,ciudad,G38
ומגדל,83,11,yTorre,G38
וראשו,513,9,ySuCabeza,G38
בשמים,952,16,enLosCielos,G38
ונעשה,431,8,yHagamos,G38
לנו,86,14,paraNosotros,G38
שם,900,9,nombre,G40
פן,780,15,noSeaQue,G40
נפוץ,1036,10,seamosEsparcidos,G340
על,100,1,sobre,G40
פני,140,5,fazDe,G40
כל,50,5,toda,G40
הארץ,1106,8,laTierra,G40
וירד,220,4,yDecendio,G40
יהוה,26,8,ashem,G40
לראת,631,10,paraVer,G40
את,401,5,**,G40
העיר,285,15,laCiudad,G40
ואת,407,11,y**,G40
המגדל,82,10,laTorre,G40
אשר,501,6,que,G40
בנו,58,13,edificaron,G40
בנו,58,13,hijosDe,G40
האדם,610,7,elHombre,G40
ויאמר,257,14,ydijo,G40
יהוה,26,8,ashem,G40
הן,705,12,mira,G40
עם,670,13,pueblo,G40
אחד,13,4,uno,G40
ושפה,391,13,yLengua,G40
אחת,409,13,una,G40
לכלם,680,14,paraTodosEllos,G40
וזה,18,9,yEste,G40
החלם,643,13,suEmpezar,G40
לעשות,806,14,aHacer,G40
ועתה,481,13,yAhora,G40
לא,31,4,nada,G40
יבצר,302,5,seraImposible,G40
מהם,645,15,paraEllos,G40
כל,50,5,todo,G40
אשר,501,6,que,G40
יזמו,63,9,planeen,G40
לעשות,806,14,paraHacer,G40
הבה,12,3,vamos,G40
נרדה,259,16,desendamos,G40
ונבלה,93,12,yConfundamos,G40
שם,900,9,alli,G40
שפתם,1380,12,suLengua,G40
אשר,501,6,para*que,G40
לא,31,4,no,G40
ישמעו,426,12,comprendan,G40
איש,311,5,uno,G40
שפת,780,15,lenguaDe,G40
רעהו,281,11,suVecino,G40
ויפץ,996,24,yEsparcio,G40
יהוה,26,8,ashem,G40
אתם,1001,2,aEllos,G40
משם,940,13,dealli,G40
על,100,1,sobre,G40
פני,140,5,fazde,G40
כל,50,5,toda,G40
הארץ,1106,8,laTierra,G40
ויחדלו,64,10,yDejaronDe,G40
לבנת,482,14,edificar,G40
העיר,285,15,laCiudad,G40
על,100,1,por,G40
כן,720,9,eso,G40
קרא,301,4,seLlamo,G40
שמה,345,12,suNombre,G40
בבל,34,7,babel,G40
כי,30,3,porque,G40
שם,900,9,alli,G40
בלל,62,8,confundido,G40
יהוה,26,8,ashem,G40
שפת,780,15,lenguade,G40
כל,50,5,toda,G40
הארץ,1106,8,laTierra,G40
ומשם,946,19,yDesdeAlli,G40
הפיצם,785,20,lesEsparcio,G40
יהוה,26,8,ashem,G40
על,100,1,sobre,G40
פני,140,5,fazde,G40
כל,50,5,todas,G40
הארץ,1106,8,laTierra,G40
אלה,36,9,estas,G40
תולדת,840,12,generacionesDe,G40
שם,900,9,sem,G40
שם,900,9,sem,G40
בן,702,9,hijode,G40
מאת,441,9,cien,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
את,401,5,a,G30
ארפכשד,605,11,arfaxad,G40
שנתים,1360,10,dosAños,G40
אחר,209,11,despuesDe,G40
המבול,83,11,elDiluvio,G40
ויחי,34,7,yVivio,G40
שם,900,9,sem,G40
אחרי,219,12,despuesDe,G40
הולידו,61,7,suEngendrar,G40
את,401,5,a,G30
ארפכשד,605,11,arfaxad,G40
חמש,348,15,cinco,G40
מאות,447,15,cientos,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
וארפכשד,611,8,yArfaxad,G40
חי,18,9,vivio,G40
חמש,348,15,cinco,G40
ושלשים,1246,13,yTreinta,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
את,401,5,a,G30
שלח,338,14,sala,G40
ויחי,34,7,yVivio,G40
ארפכשד,605,11,arfaxad,G40
אחרי,219,12,despuesDe,G40
הולידו,61,7,suEngendrar,G40
את,401,5,a,G40
שלח,338,14,sala,G40
שלש,630,9,tres,G40
שנים,960,15,años,G40
וארבע,279,18,yCuatro,G40
מאות,447,15,cientos,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
ושלח,344,11,ySala,G40
חי,18,9,vivio,G40
שלשים,1240,7,treinta,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
את,401,5,a,G40
עבר,272,11,haber,G40
ויחי,34,7,yVivio,G40
שלח,338,14,sala,G40
אחרי,219,12,despuesDe,G40
הולידו,61,7,suEngendrar,G40
את,401,5,a,G40
עבר,272,11,haber,G40
שלש,630,9,tres,G40
שנים,960,15,años,G40
וארבע,279,18,yCuatro,G40
מאות,447,15,cientos,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
ויחי,34,7,yVivio,G40
עבר,272,11,haber,G40
ארבע,273,12,cuatro,G40
ושלשים,1246,13,yTreinta,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
את,401,5,a,G30
פלג,113,5,peleg,G40
ויחי,34,7,yVivio,G40
עבר,272,11,haber,G40
אחרי,219,12,tras,G40
הולידו,61,7,suEngendrar,G40
את,401,5,a,G40
פלג,113,5,peleg,G40
שלשים,1240,7,treinta,G40
שנה,355,13,año,G40
וארבע,279,18,yCuatro,G40
מאות,447,15,cientos,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
ויחי,34,7,yVivio,G40
פלג,113,5,peleg,G40
שלשים,1240,7,treinta,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
את,401,5,a,G40
רעו,276,15,reu,G40
ויחי,34,7,yVivio,G40
פלג,113,5,peleg,G40
אחרי,219,12,tras,G40
הולידו,61,7,suEngendrar,G40
את,401,5,a,G40
רעו,276,15,reu,G40
תשע,770,14,nueve,G40
שנים,960,15,años,G40
ומאתים,1057,13,yDocientos,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
ויחי,34,7,yVivio,G40
רעו,276,15,reu,G40
שתים,1310,5,dos,G40
ושלשים,1246,13,yTreinta,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
את,401,5,a,G40
שרוג,509,14,serug,G40
ויחי,34,7,yVivio,G40
רעו,276,15,reu,G40
אחרי,219,12,tras,G40
הולידו,61,7,suEngendrar,G40
את,401,5,a,G40
שרוג,509,14,serug,G40
שבע,372,12,siete,G40
שנים,960,15,años,G40
ומאתים,1057,13,yDocientos,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
ויחי,34,7,yVivio,G40
שרוג,509,14,serug,G40
שלשים,1240,7,treinta,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
את,401,5,a,G40
נחור,264,12,nacor,G40
ויחי,34,7,yVivio,G40
שרוג,509,14,serug,G40
אחרי,219,12,tras,G40
הולידו,61,7,suEngendrar,G40
את,401,5,a,G40
נחור,264,12,nacor,G40
מאתים,1051,7,docientos,G40
שנה,355,13,año,G40
ויולד,56,11,yEngendro,G40
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
ויחי,34,7,yVivio,G40
נחור,264,12,nacor,G42
תשע,770,14,nueve,G42
ועשרים,1186,16,yVeinte,G42
שנה,355,13,año,G42
ויולד,56,11,yEngendro,G42
את,401,5,a,G42
תרח,608,14,tare,G42
ויחי,34,7,yVivio,G42
נחור,264,12,nacor,G42
אחרי,219,12,tras,G42
הולידו,61,7,suEngendrar,G42
את,401,5,a,G42
תרח,608,14,tare,G42
תשע,770,14,nueve,G42
עשרה,575,17,diez,G42
שנה,355,13,año,G42
ומאת,447,15,yCien,G42
שנה,355,13,año,G42
ויולד,56,11,yEngendro,G42
בנים,662,14,hijos,G40
ובנות,464,14,eHijas,G40
ויחי,34,7,yVivio,G42
תרח,608,14,tare,G42
שבעים,982,19,setenta,G42
